id,attack_cat
3685,Normal
3686,Exploits
3687,Reconnaissance
3688,Exploits
3689,Normal
3690,Reconnaissance
3691,Normal
3692,Generic
3693,Fuzzers
3694,Normal
3695,Normal
3696,Generic
3697,Fuzzers
3698,Normal
3699,Exploits
3700,Reconnaissance
3701,Generic
3702,Fuzzers
3703,Exploits
3704,Exploits
3705,Exploits
3706,Exploits
3707,Normal
3708,Exploits
3709,Generic
3710,Generic
3711,Normal
3712,Normal
3713,Exploits
3714,Normal
3715,DoS
3716,Normal
3717,Exploits
3718,Analysis
3719,Normal
3720,Generic
3721,Analysis
3722,Generic
3723,Generic
3724,Analysis
3725,Normal
3726,Fuzzers
3727,Exploits
3728,Generic
3729,Generic
3730,Normal
3731,Exploits
3732,Normal
3733,Normal
3734,Exploits
3735,Exploits
3736,Fuzzers
3737,Exploits
3738,DoS
3739,Generic
3740,Normal
3741,Normal
3742,Generic
3743,Generic
3744,Generic
3745,Exploits
3746,Exploits
3747,Normal
3748,Exploits
3749,Normal
3750,Normal
3751,Normal
3752,Normal
3753,Fuzzers
3754,Normal
3755,Generic
3756,Normal
3757,Exploits
3758,Normal
3759,Exploits
3760,Normal
3761,Shellcode
3762,Analysis
3763,Exploits
3764,Fuzzers
3765,Generic
3766,Generic
3767,Exploits
3768,Fuzzers
3769,Generic
3770,Fuzzers
3771,Exploits
3772,Reconnaissance
3773,Normal
3774,Exploits
3775,Generic
3776,Normal
3777,Fuzzers
3778,Normal
3779,Normal
3780,Reconnaissance
3781,DoS
3782,Normal
3783,Normal
3784,DoS
3785,Normal
3786,Normal
3787,Generic
3788,Analysis
3789,Generic
3790,Normal
3791,DoS
3792,Generic
3793,Normal
3794,Normal
3795,Fuzzers
3796,Normal
3797,Normal
3798,Normal
3799,Normal
3800,Generic
3801,Reconnaissance
3802,Normal
3803,Fuzzers
3804,Generic
3805,Normal
3806,Normal
3807,Exploits
3808,Generic
3809,Normal
3810,Generic
3811,Reconnaissance
3812,Fuzzers
3813,Normal
3814,DoS
3815,Exploits
3816,Fuzzers
3817,Generic
3818,Normal
3819,Generic
3820,Exploits
3821,Generic
3822,Reconnaissance
3823,Generic
3824,Generic
3825,Fuzzers
3826,DoS
3827,Generic
3828,Normal
3829,Normal
3830,DoS
3831,Normal
3832,Reconnaissance
3833,Exploits
3834,Fuzzers
3835,Generic
3836,DoS
3837,Fuzzers
3838,DoS
3839,Normal
3840,Normal
3841,Normal
3842,Normal
3843,Normal
3844,Generic
3845,Reconnaissance
3846,Generic
3847,Generic
3848,Generic
3849,Normal
3850,DoS
3851,Exploits
3852,Generic
3853,Normal
3854,Normal
3855,Generic
3856,Normal
3857,Fuzzers
3858,DoS
3859,Normal
3860,Generic
3861,Normal
3862,DoS
3863,Fuzzers
3864,Generic
3865,Normal
3866,Normal
3867,Exploits
3868,Generic
3869,Exploits
3870,Exploits
3871,Generic
3872,Normal
3873,Exploits
3874,Exploits
3875,Reconnaissance
3876,Normal
3877,Exploits
3878,Normal
3879,Fuzzers
3880,Exploits
3881,Normal
3882,Exploits
3883,Generic
3884,Normal
3885,Generic
3886,Exploits
3887,Normal
3888,Normal
3889,Fuzzers
3890,Normal
3891,Generic
3892,Reconnaissance
3893,Generic
3894,Normal
3895,Generic
3896,Generic
3897,Exploits
3898,Generic
3899,Normal
3900,Normal
3901,Generic
3902,Generic
3903,Exploits
3904,Exploits
3905,Exploits
3906,Normal
3907,Generic
3908,Fuzzers
3909,Generic
3910,Exploits
3911,Generic
3912,Generic
3913,DoS
3914,Generic
3915,Exploits
3916,Normal
3917,Normal
3918,Normal
3919,Normal
3920,Fuzzers
3921,Normal
3922,Normal
3923,Normal
3924,Generic
3925,Reconnaissance
3926,Normal
3927,Generic
3928,Normal
3929,Normal
3930,Exploits
3931,Normal
3932,Exploits
3933,Exploits
3934,Reconnaissance
3935,Normal
3936,Fuzzers
3937,Exploits
3938,Fuzzers
3939,Generic
3940,Exploits
3941,Exploits
3942,Exploits
3943,DoS
3944,Normal
3945,Normal
3946,Generic
3947,Exploits
3948,Fuzzers
3949,Normal
3950,Generic
3951,Generic
3952,DoS
3953,Normal
3954,Generic
3955,Normal
3956,Exploits
3957,Normal
3958,Fuzzers
3959,Exploits
3960,DoS
3961,Exploits
3962,Exploits
3963,Reconnaissance
3964,Exploits
3965,Exploits
3966,Normal
3967,Fuzzers
3968,Fuzzers
3969,Generic
3970,Exploits
3971,Normal
3972,Reconnaissance
3973,Fuzzers
3974,Exploits
3975,Normal
3976,Fuzzers
3977,Normal
3978,Generic
3979,Fuzzers
3980,Generic
3981,Normal
3982,Analysis
3983,Fuzzers
3984,Normal
3985,Fuzzers
3986,Normal
3987,Generic
3988,Normal
3989,Generic
3990,Reconnaissance
3991,DoS
3992,Normal
3993,Fuzzers
3994,Exploits
3995,Normal
3996,Normal
3997,Exploits
3998,Generic
3999,Fuzzers
4000,Generic
4001,Backdoor
4002,Normal
4003,Generic
4004,Normal
4005,Generic
4006,Exploits
4007,Generic
4008,Backdoor
4009,Generic
4010,Fuzzers
4011,Exploits
4012,Normal
4013,Normal
4014,Generic
4015,Normal
4016,Generic
4017,Backdoor
4018,Exploits
4019,Normal
4020,Normal
4021,Normal
4022,Normal
4023,Generic
4024,Generic
4025,Normal
4026,Normal
4027,Normal
4028,Normal
4029,Exploits
4030,Backdoor
4031,Fuzzers
4032,Normal
4033,Normal
4034,Reconnaissance
4035,Generic
4036,Generic
4037,Exploits
4038,Exploits
4039,Fuzzers
4040,Normal
4041,Generic
4042,Generic
4043,Normal
4044,Exploits
4045,Normal
4046,Generic
4047,Normal
4048,Generic
4049,Generic
4050,Generic
4051,Normal
4052,Exploits
4053,Generic
4054,Normal
4055,Generic
4056,Normal
4057,Reconnaissance
4058,Generic
4059,Fuzzers
4060,Normal
4061,Fuzzers
4062,Generic
4063,Generic
4064,Normal
4065,Normal
4066,Exploits
4067,Exploits
4068,Exploits
4069,Generic
4070,Generic
4071,Fuzzers
4072,DoS
4073,Generic
4074,Generic
4075,Exploits
4076,Exploits
4077,Normal
4078,Exploits
4079,Generic
4080,Normal
4081,Generic
4082,Exploits
4083,Generic
4084,Generic
4085,Generic
4086,Fuzzers
4087,Generic
4088,Generic
4089,Fuzzers
4090,Normal
4091,Normal
4092,Normal
4093,Fuzzers
4094,Exploits
4095,Normal
4096,Normal
4097,Generic
4098,Normal
4099,Normal
4100,Normal
4101,Exploits
4102,Generic
4103,Normal
4104,Generic
4105,Normal
4106,Normal
4107,Fuzzers
4108,Exploits
4109,Generic
4110,Normal
4111,Normal
4112,Normal
4113,Fuzzers
4114,Exploits
4115,DoS
4116,Generic
4117,Generic
4118,Normal
4119,Normal
4120,Generic
4121,DoS
4122,Generic
4123,Normal
4124,Generic
4125,Normal
4126,Fuzzers
4127,Exploits
4128,Normal
4129,Normal
4130,Fuzzers
4131,Exploits
4132,Normal
4133,Analysis
4134,Fuzzers
4135,Generic
4136,Normal
4137,Generic
4138,Normal
4139,Exploits
4140,Normal
4141,Generic
4142,Fuzzers
4143,Normal
4144,Normal
4145,Fuzzers
4146,Normal
4147,Generic
4148,Generic
4149,Fuzzers
4150,Generic
4151,Reconnaissance
4152,Reconnaissance
4153,Exploits
4154,DoS
4155,Generic
4156,Generic
4157,Fuzzers
4158,Fuzzers
4159,Exploits
4160,Normal
4161,Generic
4162,Fuzzers
4163,Normal
4164,Normal
4165,Normal
4166,Normal
4167,Fuzzers
4168,Normal
4169,Generic
4170,Exploits
4171,Normal
4172,Fuzzers
4173,Exploits
4174,Exploits
4175,Exploits
4176,Normal
4177,Reconnaissance
4178,Exploits
4179,Normal
4180,Generic
4181,Normal
4182,Normal
4183,Normal
4184,Exploits
4185,Normal
4186,Reconnaissance
4187,Generic
4188,Normal
4189,Generic
4190,Generic
4191,Exploits
4192,Reconnaissance
4193,Normal
4194,Normal
4195,Generic
4196,Analysis
4197,Exploits
4198,Normal
4199,Exploits
4200,Normal
4201,Normal
4202,Generic
4203,Normal
4204,Generic
4205,Exploits
4206,Normal
4207,Exploits
4208,Generic
4209,Normal
4210,Normal
4211,Fuzzers
4212,Normal
4213,Exploits
4214,Fuzzers
4215,Generic
4216,Normal
4217,Generic
4218,Generic
4219,Exploits
4220,Normal
4221,Normal
4222,Generic
4223,Generic
4224,Normal
4225,Generic
4226,Normal
4227,Generic
4228,Fuzzers
4229,Exploits
4230,Normal
4231,Generic
4232,Normal
4233,Normal
4234,Normal
4235,Normal
4236,Generic
4237,DoS
4238,Reconnaissance
4239,Normal
4240,Normal
4241,Generic
4242,Normal
4243,Generic
4244,Generic
4245,Normal
4246,Fuzzers
4247,Generic
4248,Backdoor
4249,DoS
4250,Generic
4251,DoS
4252,Exploits
4253,Normal
4254,Normal
4255,Generic
4256,Exploits
4257,Fuzzers
4258,Normal
4259,Exploits
4260,Fuzzers
4261,Exploits
4262,Fuzzers
4263,Normal
4264,Normal
4265,Normal
4266,Exploits
4267,Normal
4268,Normal
4269,Generic
4270,Reconnaissance
4271,DoS
4272,Generic
4273,Generic
4274,Normal
4275,Fuzzers
4276,Exploits
4277,Normal
4278,Exploits
4279,Normal
4280,Exploits
4281,Generic
4282,Normal
4283,Normal
4284,Exploits
4285,Generic
4286,Exploits
4287,Reconnaissance
4288,Generic
4289,Normal
4290,DoS
4291,Exploits
4292,Generic
4293,Generic
4294,Exploits
4295,Normal
4296,Normal
4297,Normal
4298,Generic
4299,Shellcode
4300,Generic
4301,DoS
4302,Normal
4303,Normal
4304,Normal
4305,DoS
4306,Normal
4307,Exploits
4308,Exploits
4309,Exploits
4310,Normal
4311,Normal
4312,Exploits
4313,Normal
4314,Normal
4315,Reconnaissance
4316,Fuzzers
4317,Normal
4318,Normal
4319,Normal
4320,Exploits
4321,Fuzzers
4322,Fuzzers
4323,Exploits
4324,Fuzzers
4325,Normal
4326,Normal
4327,DoS
4328,Normal
4329,Normal
4330,Reconnaissance
4331,Generic
4332,Reconnaissance
4333,Exploits
4334,Normal
4335,Normal
4336,Exploits
4337,Exploits
4338,Generic
4339,Normal
4340,Normal
4341,DoS
4342,Reconnaissance
4343,Normal
4344,Normal
4345,Normal
4346,DoS
4347,Generic
4348,Fuzzers
4349,Exploits
4350,Generic
4351,Normal
4352,Exploits
4353,DoS
4354,Fuzzers
4355,Exploits
4356,Fuzzers
4357,Normal
4358,Fuzzers
4359,Generic
4360,DoS
4361,Reconnaissance
4362,DoS
4363,Normal
4364,Normal
4365,Fuzzers
4366,Generic
4367,Normal
4368,Exploits
4369,Generic
4370,Normal
4371,Fuzzers
4372,Normal
4373,Normal
4374,Exploits
4375,DoS
4376,Generic
4377,Generic
4378,Generic
4379,Normal
4380,Exploits
4381,Exploits
4382,Generic
4383,Generic
4384,Exploits
4385,Generic
4386,Generic
4387,Reconnaissance
4388,Fuzzers
4389,Normal
4390,Exploits
4391,Exploits
4392,Generic
4393,Normal
4394,Fuzzers
4395,Normal
4396,Generic
4397,Exploits
4398,Normal
4399,Generic
4400,Normal
4401,DoS
4402,Generic
4403,Fuzzers
4404,Normal
4405,Generic
4406,Analysis
4407,Reconnaissance
4408,Normal
4409,Normal
4410,Normal
4411,Normal
4412,Normal
4413,Generic
4414,Normal
4415,Fuzzers
4416,Generic
4417,Normal
4418,Normal
4419,Normal
4420,Exploits
4421,Exploits
4422,Fuzzers
4423,Normal
4424,Normal
4425,Normal
4426,Fuzzers
4427,Generic
4428,Generic
4429,Fuzzers
4430,Generic
4431,Generic
4432,Generic
4433,Exploits
4434,Exploits
4435,Fuzzers
4436,Generic
4437,Reconnaissance
4438,Exploits
4439,Fuzzers
4440,Generic
4441,Exploits
4442,Normal
4443,Generic
4444,Exploits
4445,Fuzzers
4446,Normal
4447,Exploits
4448,Reconnaissance
4449,Normal
4450,Normal
4451,Exploits
4452,Normal
4453,Exploits
4454,Exploits
4455,Exploits
4456,Exploits
4457,Generic
4458,Normal
4459,Normal
4460,Normal
4461,Generic
4462,Fuzzers
4463,Fuzzers
4464,Generic
4465,Generic
4466,Fuzzers
4467,Normal
4468,Fuzzers
4469,Exploits
4470,Exploits
4471,Exploits
4472,Generic
4473,Normal
4474,Generic
4475,Generic
4476,Fuzzers
4477,Generic
4478,Generic
4479,Fuzzers
4480,Normal
4481,Exploits
4482,Generic
4483,Fuzzers
4484,Shellcode
4485,Reconnaissance
4486,Normal
4487,Normal
4488,Normal
4489,Normal
4490,Generic
4491,Generic
4492,Exploits
4493,Normal
4494,Normal
4495,Fuzzers
4496,Normal
4497,Normal
4498,Generic
4499,Normal
4500,Generic
4501,DoS
4502,Fuzzers
4503,Normal
4504,Normal
4505,Generic
4506,Exploits
4507,Exploits
4508,Exploits
4509,Generic
4510,Generic
4511,Normal
4512,Fuzzers
4513,Fuzzers
4514,Normal
4515,Normal
4516,Normal
4517,Normal
4518,Fuzzers
4519,Generic
4520,Normal
4521,Generic
4522,Exploits
4523,Reconnaissance
4524,Normal
4525,Exploits
4526,Normal
4527,Normal
4528,Normal
4529,Exploits
4530,Exploits
4531,Generic
4532,Generic
4533,Normal
4534,Generic
4535,Fuzzers
4536,DoS
4537,Normal
4538,Normal
4539,Normal
4540,Normal
4541,Exploits
4542,Generic
4543,Normal
4544,Exploits
4545,Normal
4546,Generic
4547,Normal
4548,Exploits
4549,Normal
4550,Normal
4551,Normal
4552,Generic
4553,Generic
4554,Normal
4555,Exploits
4556,Normal
4557,Normal
4558,Normal
4559,Fuzzers
4560,Normal
4561,DoS
4562,Normal
4563,Normal
4564,Normal
4565,Normal
4566,Generic
4567,Normal
4568,Normal
4569,Fuzzers
4570,Generic
4571,Normal
4572,Normal
4573,Normal
4574,Normal
4575,Normal
4576,Fuzzers
4577,Generic
4578,Exploits
4579,Normal
4580,Generic
4581,Normal
4582,Generic
4583,Exploits
4584,Generic
4585,Generic
4586,Exploits
4587,Exploits
4588,Exploits
4589,Exploits
4590,Fuzzers
4591,Generic
4592,DoS
4593,Fuzzers
4594,Exploits
4595,Exploits
4596,Normal
4597,Normal
4598,Shellcode
4599,Exploits
4600,Exploits
4601,Generic
4602,Generic
4603,Normal
4604,Generic
4605,Generic
4606,Generic
4607,Generic
4608,Generic
4609,Normal
4610,Generic
4611,Exploits
4612,Normal
4613,Normal
4614,Fuzzers
4615,Reconnaissance
4616,Exploits
4617,Fuzzers
4618,Reconnaissance
4619,Fuzzers
4620,Generic
4621,Normal
4622,Fuzzers
4623,DoS
4624,Normal
4625,Exploits
4626,Fuzzers
4627,Fuzzers
4628,Generic
4629,Generic
4630,Fuzzers
4631,Normal
4632,Reconnaissance
4633,Normal
4634,Normal
4635,Exploits
4636,Normal
4637,Exploits
4638,Normal
4639,Fuzzers
4640,Analysis
4641,Generic
4642,Normal
4643,Exploits
4644,Generic
4645,Exploits
4646,Generic
4647,Generic
4648,Normal
4649,Fuzzers
4650,Generic
4651,Reconnaissance
4652,Exploits
4653,Generic
4654,Exploits
4655,Reconnaissance
4656,Reconnaissance
4657,Normal
4658,Generic
4659,Generic
4660,Reconnaissance
4661,Generic
4662,Generic
4663,Generic
4664,Exploits
4665,Normal
4666,Generic
4667,Fuzzers
4668,Exploits
4669,Backdoor
4670,Normal
4671,DoS
4672,DoS
4673,Normal
4674,Generic
4675,Generic
4676,Exploits
4677,Exploits
4678,Exploits
4679,Normal
4680,Exploits
4681,Fuzzers
4682,Normal
4683,Exploits
4684,Generic
4685,Reconnaissance
4686,Exploits
4687,Generic
4688,Generic
4689,Normal
4690,Normal
4691,Normal
4692,Generic
4693,Normal
4694,Fuzzers
4695,Generic
4696,Reconnaissance
4697,Normal
4698,Normal
4699,Normal
4700,Normal
4701,Fuzzers
4702,Exploits
4703,Normal
4704,Generic
4705,Normal
4706,Normal
4707,Normal
4708,Normal
4709,Normal
4710,Analysis
4711,Normal
4712,Fuzzers
4713,Fuzzers
4714,Reconnaissance
4715,Generic
4716,Exploits
4717,Normal
4718,Exploits
4719,Normal
4720,Normal
4721,Generic
4722,Normal
4723,Fuzzers
4724,Generic
4725,Exploits
4726,Normal
4727,Normal
4728,Generic
4729,Generic
4730,Fuzzers
4731,Normal
4732,Exploits
4733,Normal
4734,Normal
4735,Exploits
4736,Normal
4737,Exploits
4738,Exploits
4739,Generic
4740,Generic
4741,Fuzzers
4742,Exploits
4743,Generic
4744,Reconnaissance
4745,Exploits
4746,Fuzzers
4747,Fuzzers
4748,Generic
4749,Exploits
4750,Exploits
4751,Generic
4752,Fuzzers
4753,Generic
4754,Exploits
4755,Generic
4756,Normal
4757,Backdoor
4758,Fuzzers
4759,Exploits
4760,Normal
4761,Generic
4762,Normal
4763,Generic
4764,Fuzzers
4765,Fuzzers
4766,Exploits
4767,Generic
4768,Generic
4769,Normal
4770,Generic
4771,Generic
4772,Exploits
4773,Normal
4774,Exploits
4775,Normal
4776,Normal
4777,Fuzzers
4778,Shellcode
4779,Exploits
4780,Exploits
4781,DoS
4782,Generic
4783,Shellcode
4784,Exploits
4785,Exploits
4786,Exploits
4787,Exploits
4788,Normal
4789,Exploits
4790,Generic
4791,Shellcode
4792,Normal
4793,Exploits
4794,Normal
4795,Generic
4796,Exploits
4797,Exploits
4798,Fuzzers
4799,Generic
4800,Generic
4801,Generic
4802,Generic
4803,Normal
4804,Generic
4805,Generic
4806,Exploits
4807,Normal
4808,Normal
4809,Normal
4810,Generic
4811,Normal
4812,Exploits
4813,Normal
4814,Exploits
4815,Normal
4816,Normal
4817,Normal
4818,Exploits
4819,Generic
4820,Exploits
4821,Exploits
4822,Generic
4823,Exploits
4824,Generic
4825,Fuzzers
4826,Normal
4827,Exploits
4828,Normal
4829,Shellcode
4830,Exploits
4831,Generic
4832,Normal
4833,DoS
4834,Normal
4835,Exploits
4836,Normal
4837,Exploits
4838,Fuzzers
4839,Normal
4840,Normal
4841,Generic
4842,Exploits
4843,Normal
4844,Exploits
4845,Fuzzers
4846,Fuzzers
4847,Exploits
4848,Generic
4849,Normal
4850,Generic
4851,Normal
4852,Generic
4853,Fuzzers
4854,Generic
4855,Reconnaissance
4856,Normal
4857,Exploits
4858,Normal
4859,Fuzzers
4860,Normal
4861,Generic
4862,Reconnaissance
4863,Fuzzers
4864,Normal
4865,Normal
4866,Normal
4867,Normal
4868,Exploits
4869,Generic
4870,Exploits
4871,Normal
4872,Normal
4873,Generic
4874,Reconnaissance
4875,Generic
4876,Exploits
4877,Normal
4878,Generic
4879,Normal
4880,Generic
4881,Normal
4882,Exploits
4883,Backdoor
4884,Normal
4885,Fuzzers
4886,Exploits
4887,Normal
4888,Normal
4889,Exploits
4890,Normal
4891,DoS
4892,Exploits
4893,Normal
4894,DoS
4895,Fuzzers
4896,Generic
4897,Fuzzers
4898,Normal
4899,DoS
4900,Normal
4901,Fuzzers
4902,Normal
4903,Generic
4904,Exploits
4905,Generic
4906,Normal
4907,Exploits
4908,Exploits
4909,Normal
4910,DoS
4911,Normal
4912,Fuzzers
4913,Normal
4914,Generic
4915,Exploits
4916,Generic
4917,Normal
4918,Fuzzers
4919,Normal
4920,Exploits
4921,Shellcode
4922,Generic
4923,Normal
4924,Fuzzers
4925,Exploits
4926,Generic
4927,Fuzzers
4928,Generic
4929,Exploits
4930,Normal
4931,Normal
4932,Normal
4933,Generic
4934,Exploits
4935,Fuzzers
4936,Shellcode
4937,Normal
4938,Generic
4939,DoS
4940,Generic
4941,Exploits
4942,Generic
4943,DoS
4944,Generic
4945,Generic
4946,Exploits
4947,Exploits
4948,Generic
4949,Exploits
4950,DoS
4951,Exploits
4952,Fuzzers
4953,Normal
4954,Exploits
4955,Exploits
4956,Fuzzers
4957,Normal
4958,Exploits
4959,DoS
4960,Generic
4961,Generic
4962,Fuzzers
4963,Generic
4964,Generic
4965,Exploits
4966,Normal
4967,Normal
4968,Exploits
4969,Generic
4970,Normal
4971,Exploits
4972,Normal
4973,Generic
4974,Exploits
4975,Fuzzers
4976,Fuzzers
4977,Exploits
4978,Generic
4979,Normal
4980,Normal
4981,Shellcode
4982,Generic
4983,Exploits
4984,Reconnaissance
4985,Normal
4986,Normal
4987,Normal
4988,Exploits
4989,Exploits
4990,Generic
4991,Generic
4992,Generic
4993,Generic
4994,Generic
4995,Normal
4996,Generic
4997,Fuzzers
4998,Normal
4999,Normal
5000,Exploits
5001,Normal
5002,Normal
5003,Exploits
5004,Fuzzers
5005,Generic
5006,Normal
5007,Exploits
5008,Shellcode
5009,Generic
5010,Normal
5011,Fuzzers
5012,Reconnaissance
5013,Normal
5014,Generic
5015,Normal
5016,Normal
5017,Exploits
5018,Normal
5019,Exploits
5020,Backdoor
5021,Normal
5022,Exploits
5023,Exploits
5024,DoS
5025,Fuzzers
5026,Generic
5027,Exploits
5028,Exploits
5029,Normal
5030,Normal
5031,Normal
5032,Normal
5033,Generic
5034,Normal
5035,Exploits
5036,Generic
5037,Exploits
5038,Generic
5039,Generic
5040,Generic
5041,Exploits
5042,Generic
5043,Exploits
5044,Normal
5045,Normal
5046,Fuzzers
5047,Exploits
5048,Generic
5049,Generic
5050,Backdoor
5051,Fuzzers
5052,Fuzzers
5053,Fuzzers
5054,Generic
5055,Normal
5056,Shellcode
5057,Generic
5058,Exploits
5059,DoS
5060,Generic
5061,Normal
5062,Generic
5063,Generic
5064,Generic
5065,Generic
5066,Exploits
5067,Exploits
5068,Fuzzers
5069,Normal
5070,Generic
5071,Generic
5072,Generic
5073,DoS
5074,Exploits
5075,Shellcode
5076,Generic
5077,Exploits
5078,Generic
5079,Exploits
5080,Exploits
5081,Fuzzers
5082,Generic
5083,Generic
5084,Generic
5085,Normal
5086,Analysis
5087,Generic
5088,Normal
5089,Reconnaissance
5090,DoS
5091,Normal
5092,Fuzzers
5093,Exploits
5094,DoS
5095,Normal
5096,Exploits
5097,Generic
5098,Generic
5099,Normal
5100,Generic
5101,Normal
5102,Reconnaissance
5103,Exploits
5104,DoS
5105,Normal
5106,Generic
5107,Exploits
5108,Normal
5109,Exploits
5110,Generic
5111,Generic
5112,Exploits
5113,Normal
5114,Normal
5115,Normal
5116,Normal
5117,Normal
5118,DoS
5119,Fuzzers
5120,Normal
5121,Normal
5122,Exploits
5123,Normal
5124,Normal
5125,DoS
5126,Exploits
5127,Normal
5128,Generic
5129,Exploits
5130,Normal
5131,Exploits
5132,Normal
5133,Reconnaissance
5134,Normal
5135,Generic
5136,Generic
5137,Fuzzers
5138,Exploits
5139,Generic
5140,Generic
5141,Normal
5142,Shellcode
5143,Exploits
5144,Generic
5145,Normal
5146,Generic
5147,Exploits
5148,Normal
5149,Generic
5150,Normal
5151,Exploits
5152,DoS
5153,Fuzzers
5154,Exploits
5155,Exploits
5156,DoS
5157,Generic
5158,Generic
5159,Normal
5160,Generic
5161,DoS
5162,Generic
5163,Normal
5164,Normal
5165,Normal
5166,Exploits
5167,Exploits
5168,Normal
5169,Generic
5170,Normal
5171,Exploits
5172,Normal
5173,Generic
5174,Fuzzers
5175,Exploits
5176,Normal
5177,Exploits
5178,Generic
5179,Exploits
5180,Generic
5181,Normal
5182,DoS
5183,Generic
5184,Exploits
5185,Normal
5186,Exploits
5187,Normal
5188,Normal
5189,Reconnaissance
5190,Generic
5191,Exploits
5192,Exploits
5193,Generic
5194,Normal
5195,Generic
5196,Exploits
5197,Generic
5198,Fuzzers
5199,Reconnaissance
5200,Normal
5201,Exploits
5202,Normal
5203,Fuzzers
5204,Normal
5205,Normal
5206,Normal
5207,Normal
5208,Normal
5209,Generic
5210,Exploits
5211,Generic
5212,Generic
5213,Generic
5214,Fuzzers
5215,Generic
5216,Generic
5217,Normal
5218,Exploits
5219,Exploits
5220,Normal
5221,Reconnaissance
5222,Generic
5223,DoS
5224,Exploits
5225,Normal
5226,Generic
5227,Exploits
5228,Generic
5229,Fuzzers
5230,Normal
5231,Exploits
5232,Normal
5233,Fuzzers
5234,DoS
5235,Normal
5236,Fuzzers
5237,Normal
5238,Generic
5239,Normal
5240,Fuzzers
5241,Generic
5242,Generic
5243,Exploits
5244,Exploits
5245,Exploits
5246,Exploits
5247,Generic
5248,Generic
5249,Exploits
5250,Normal
5251,Generic
5252,Generic
5253,Normal
5254,Normal
5255,Normal
5256,Normal
5257,Fuzzers
5258,Normal
5259,Fuzzers
5260,Normal
5261,Exploits
5262,Generic
5263,Exploits
5264,Normal
5265,Normal
5266,Exploits
5267,Fuzzers
5268,Generic
5269,Normal
5270,Exploits
5271,Normal
5272,Exploits
5273,Generic
5274,Normal
5275,Generic
5276,Normal
5277,Normal
5278,Normal
5279,Normal
5280,Normal
5281,Generic
5282,Exploits
5283,Normal
5284,Normal
5285,Normal
5286,Fuzzers
5287,Reconnaissance
5288,Reconnaissance
5289,Reconnaissance
5290,DoS
5291,Exploits
5292,Fuzzers
5293,Generic
5294,Generic
5295,Fuzzers
5296,Exploits
5297,Exploits
5298,Exploits
5299,Exploits
5300,Normal
5301,Exploits
5302,Normal
5303,Normal
5304,Generic
5305,Exploits
5306,Exploits
5307,Normal
5308,Generic
5309,Exploits
5310,Exploits
5311,Generic
5312,Generic
5313,Reconnaissance
5314,Fuzzers
5315,DoS
5316,Reconnaissance
5317,Exploits
5318,Fuzzers
5319,DoS
5320,Exploits
5321,DoS
5322,Reconnaissance
5323,Fuzzers
5324,Exploits
5325,Fuzzers
5326,Normal
5327,Normal
5328,Normal
5329,Reconnaissance
5330,Exploits
5331,Generic
5332,Normal
5333,Exploits
5334,Generic
5335,Fuzzers
5336,Normal
5337,Exploits
5338,Fuzzers
5339,Normal
5340,Reconnaissance
5341,Normal
5342,Generic
5343,Normal
5344,Normal
5345,Normal
5346,Exploits
5347,Normal
5348,Generic
5349,Normal
5350,Fuzzers
5351,Fuzzers
5352,Normal
5353,Generic
5354,Normal
5355,Normal
5356,Normal
5357,Normal
5358,Fuzzers
5359,Exploits
5360,Fuzzers
5361,Reconnaissance
5362,DoS
5363,Fuzzers
5364,Fuzzers
5365,Normal
5366,Exploits
5367,Normal
5368,Reconnaissance
5369,Fuzzers
5370,Fuzzers
5371,Exploits
5372,Normal
5373,Generic
5374,Fuzzers
5375,Normal
5376,Generic
5377,DoS
5378,Normal
5379,Generic
5380,Exploits
5381,Exploits
5382,Reconnaissance
5383,Exploits
5384,Generic
5385,Fuzzers
5386,Exploits
5387,Exploits
5388,Fuzzers
5389,Exploits
5390,Normal
5391,Generic
5392,Fuzzers
5393,Normal
5394,Generic
5395,Normal
5396,Exploits
5397,Fuzzers
5398,Normal
5399,Normal
5400,Fuzzers
5401,Exploits
5402,Normal
5403,Exploits
5404,Normal
5405,Exploits
5406,Exploits
5407,Exploits
5408,Normal
5409,Generic
5410,Generic
5411,Normal
5412,Normal
5413,Normal
5414,Fuzzers
5415,Generic
5416,Reconnaissance
5417,Normal
5418,Normal
5419,Normal
5420,Exploits
5421,Generic
5422,Exploits
5423,Fuzzers
5424,Normal
5425,Exploits
5426,Normal
5427,Normal
5428,Exploits
5429,Exploits
5430,Generic
5431,Generic
5432,Fuzzers
5433,Normal
5434,Generic
5435,Reconnaissance
5436,Normal
5437,Fuzzers
5438,Normal
5439,Generic
5440,DoS
5441,Generic
5442,Fuzzers
5443,Normal
5444,Normal
5445,Generic
5446,Generic
5447,Normal
5448,Exploits
5449,Generic
5450,Fuzzers
5451,Exploits
5452,Fuzzers
5453,Fuzzers
5454,DoS
5455,Normal
5456,Fuzzers
5457,Normal
5458,Analysis
5459,Exploits
5460,Normal
5461,Exploits
5462,Generic
5463,Fuzzers
5464,Exploits
5465,Reconnaissance
5466,Generic
5467,Normal
5468,Generic
5469,Normal
5470,Exploits
5471,Normal
5472,Exploits
5473,Normal
5474,Normal
5475,Fuzzers
5476,Normal
5477,DoS
5478,Normal
5479,Fuzzers
5480,Normal
5481,Exploits
5482,Exploits
5483,Generic
5484,Normal
5485,Reconnaissance
5486,Generic
5487,Normal
